Positive Sentiment,Negative Sentiment,Objective Sentiment,Female Orientation,Male Orientation,Number of words
0.08867076283634237,0.09690245720255576,0.814426779961101,5763.0,3801.0,163572.0
0.05809225249868749,0.07066115821292973,0.871246589288382,4231.0,3927.0,133601.0
0.07297232392723495,0.08187579995975602,0.8451518761130099,939.0,2219.0,75199.0
0.07561502585022155,0.08055796695759265,0.843827007192186,3895.0,6039.0,217013.0
0.07284202325750196,0.06788567317681378,0.8592723035656837,559.0,3159.0,84314.0
0.08553885191108546,0.08872381509244472,0.8257373329964695,1193.0,3318.0,96349.0
0.0782932322373764,0.07570944461646717,0.8459973231461576,2751.0,2170.0,89116.0
0.07599376943158069,0.1091458106897839,0.8148604198786358,244.0,630.0,27036.0
0.06594014292567134,0.07916374581161228,0.8548961112627155,2333.0,3412.0,130175.0
0.07186874187707266,0.08508560120789395,0.8430456569150345,3771.0,6633.0,191324.0
0.09457605341365287,0.09423848139416362,0.8111854651921828,1598.0,900.0,66584.0
0.07734498848198412,0.08698813242599586,0.8356668790920193,1881.0,2527.0,95508.0
0.0793524045843571,0.08038562646155328,0.8402619689540907,4634.0,3266.0,150147.0
0.058163252875851605,0.06752337284214999,0.8743133742819974,813.0,3215.0,116097.0
0.08658374570486417,0.08802735078121601,0.8253889035139201,744.0,1008.0,43424.0
0.07907430200675815,0.08057602464277681,0.8403496733504646,1042.0,3666.0,118132.0
0.06539828453261631,0.08638482168132935,0.8482168937860538,4913.0,5025.0,165547.0
0.07673052132155983,0.09100448755280233,0.8322649911256373,1361.0,2247.0,88120.0
0.08020706327069484,0.0771528950177266,0.8426400417115772,1626.0,3255.0,89373.0
0.08688847888097918,0.08753985366994149,0.825571667449078,2074.0,4019.0,118338.0
0.08461431056192226,0.0771885449774826,0.8381971444605948,193.0,396.0,13152.0
0.0766737975266024,0.09156743396491253,0.8317587685084853,3104.0,5964.0,163774.0
0.06732803147184586,0.077092123749074,0.8555798447790793,1297.0,4072.0,112245.0
0.05859265640468804,0.08213051388677588,0.859276829708535,918.0,1497.0,74973.0
0.06487391500711524,0.09127074315158897,0.8438553418412962,5323.0,2753.0,159554.0
0.07210155515954435,0.09393961349395165,0.8339588313465044,3443.0,6028.0,198425.0
0.07531255457194648,0.08615106836417274,0.8385363770638812,2410.0,748.0,82729.0
0.058582538406481255,0.058218501968818635,0.8831989596246991,2965.0,2095.0,132380.0
0.08538969913196862,0.10359605040077864,0.8110142504672543,1791.0,4567.0,125054.0
0.08754576802704149,0.09218242132569998,0.8202718106472571,3187.0,3008.0,101750.0
0.06355777724278677,0.059375558038603234,0.8770666647186095,337.0,889.0,36804.0
0.06793970843273968,0.08229177793741883,0.8497685136298421,1051.0,2943.0,75627.0
0.07101311756990508,0.07664078816200305,0.8523460942680905,1169.0,3555.0,110076.0
0.07520080148438726,0.08861058008813852,0.8361886184274734,4869.0,3806.0,198026.0
0.0814031942939168,0.07956339599902645,0.8390334097070565,944.0,3847.0,111840.0
0.08154656774026338,0.08656287986442517,0.8318905523953127,2146.0,2140.0,70076.0
0.08124434933300563,0.09203234483293013,0.8267233058340647,598.0,2207.0,73360.0
0.07809191104023276,0.09466339129334977,0.8272446976664185,1404.0,3239.0,102871.0
0.0738151303897196,0.0755877153389529,0.8505971542713303,2668.0,5064.0,151251.0
0.07021268479951462,0.08035300638575527,0.8494343088147284,1170.0,2914.0,122275.0
0.06452226526699,0.07437048321910712,0.8611072515139028,191.0,894.0,24180.0
0.07527212194706684,0.09574125232852791,0.8289866257244067,3765.0,6106.0,228396.0
0.0769564704179879,0.08357315909234242,0.8394703704896708,1279.0,1445.0,95403.0
0.08478452510829645,0.0761212711164433,0.8390942037752601,257.0,386.0,32000.0
0.06295175804660633,0.07542849799529831,0.8616197439580952,1992.0,3117.0,118177.0
0.07637869855329844,0.0822653933618396,0.8413559080848622,1379.0,3396.0,143074.0
0.07632427862573354,0.08909449545024437,0.8345812259240217,3100.0,3963.0,84608.0
0.05373806941820531,0.06520267830957031,0.8810592522722239,1124.0,2303.0,74210.0
0.08091268479863127,0.09029347467350662,0.8287938405278618,3340.0,5898.0,196372.0
0.06559344633246601,0.07297193781873716,0.8614346158487967,722.0,231.0,33589.0
0.0703987559695559,0.08267779600761078,0.8469234480228363,10188.0,3138.0,196303.0
0.07269904806898028,0.08785710055117567,0.8394438513798458,1555.0,5832.0,201858.0
0.0740712389893817,0.0816897968679341,0.8442389641426837,6765.0,7202.0,232043.0
0.06046861858988137,0.08398370574454476,0.8555476756655723,1562.0,6386.0,106452.0
0.05460215932266528,0.06260330232077066,0.8827945383565637,205.0,1849.0,73577.0
0.07090273388674476,0.07033465198614416,0.8587626141271114,2875.0,2498.0,113078.0
0.06971388328178078,0.07067401554626435,0.8596121011719557,858.0,1259.0,54339.0
0.08389485720713083,0.09439106244287128,0.8217140803499973,1037.0,1829.0,108964.0
0.06783185896056708,0.08388764027530225,0.8482805007641314,1043.0,1691.0,45766.0
0.07295579372745409,0.0684165144984159,0.8586276917741296,1011.0,3200.0,100693.0
0.07767378400908356,0.0742012482794982,0.848124967711417,1779.0,1869.0,105281.0
0.07181080842508447,0.06090860996234244,0.8672805816125738,2027.0,2575.0,98158.0
0.08287842083152111,0.0791270883091162,0.8379944908593625,1827.0,1842.0,72519.0
0.060385248873523666,0.07018261729745406,0.8694321338290226,515.0,1904.0,51754.0
0.06181550890437824,0.08569088186386925,0.8524936092317525,109.0,659.0,18039.0
0.06871056658206555,0.07121102276436198,0.8600784106535716,1015.0,2744.0,80297.0
0.0630513539773585,0.07345693471706834,0.8634917113055726,190.0,593.0,19025.0
0.0691472372914327,0.07801394592900233,0.8528388167795651,50.0,753.0,22451.0
0.05904113123117207,0.06585327070314184,0.875105598065686,42.0,705.0,17505.0
0.06924138854715324,0.0934281656544361,0.83733044579841,380.0,977.0,24272.0
0.07800001068346606,0.09291731085577552,0.8290826784607584,1389.0,2174.0,71889.0
0.08792288449287282,0.08466020956761407,0.8274169059395119,2839.0,6447.0,217688.0
0.0763430318670191,0.07284328695002007,0.8508136811829612,1088.0,3245.0,91276.0
0.08328259477023621,0.08843957566960907,0.8282778295601553,2691.0,2641.0,114201.0
0.07041234149472853,0.06292661036372592,0.8666610481415461,1028.0,1588.0,64021.0
0.08164867410202363,0.08192983931634107,0.8364214865816348,1768.0,2769.0,105392.0
0.07387372763946079,0.08388105848200522,0.8422452138785349,541.0,2831.0,80868.0
0.0774239180336856,0.08767052933117206,0.8349055526351423,1627.0,1699.0,63603.0
0.06794532660833244,0.09198564097162908,0.8400690324200394,1222.0,3699.0,105556.0
0.07012516867239849,0.07393068422426151,0.8559441471033399,1332.0,4073.0,141789.0
0.07169721470950147,0.08228973220832116,0.8460130530821784,1708.0,3549.0,118589.0
0.076707622045103,0.08215500735038082,0.8411373706045145,1028.0,1485.0,94985.0
0.07160035905281155,0.08997065338438284,0.8384289875628052,215.0,153.0,19563.0
0.07358150400239821,0.07690812243998363,0.8495103735576169,1059.0,3861.0,96738.0
0.07376076490368488,0.0842674839016561,0.8419717511946595,2620.0,860.0,115148.0
0.07682160571642956,0.08835704836508014,0.8348213459184908,965.0,1735.0,46126.0
0.06931663697847276,0.08300432448010264,0.8476790385414236,1016.0,3514.0,77803.0
0.07144209233440377,0.08122646280089041,0.8473314448647048,2267.0,5058.0,136525.0
0.06161547723592405,0.07708396053615976,0.8613005622279171,1440.0,3465.0,96641.0
0.06510358327889613,0.05253980128036071,0.8823566154407436,909.0,1961.0,80950.0
0.08859935921838821,0.10795472955620693,0.8034459112254061,1341.0,2286.0,85518.0
0.06522366272817655,0.08522016610853868,0.8495561711632849,601.0,750.0,39738.0
0.07486658719358688,0.07525175053154103,0.8498816622748709,1745.0,3243.0,101226.0
0.08486094145450056,0.07186571688825294,0.8432733416572473,603.0,728.0,40012.0
0.06611135975416133,0.0892396711325936,0.8446489691132454,1086.0,1212.0,42376.0
0.07419009153446052,0.07962086610875692,0.8461890423567832,2335.0,3535.0,116858.0
0.06967383347950787,0.06927247313870745,0.8610536933817841,22.0,455.0,11067.0
0.0793101443059777,0.09488442793583064,0.8258054277581928,3493.0,1920.0,92087.0
0.08171463539226081,0.08138561781473551,0.8368997467930035,440.0,917.0,68697.0
0.06068506417928133,0.06558879373204383,0.8737261420886754,75.0,260.0,17056.0
0.062330402157476233,0.06837353426127428,0.8692960635812491,3198.0,2052.0,109942.0
0.07594783862119739,0.0800294176567501,0.8440227437220503,2639.0,1615.0,99730.0
0.05675555438295329,0.0793966505391481,0.8638477950778984,650.0,687.0,44940.0
0.06591929706839783,0.0947005810604993,0.8393801218711031,906.0,292.0,37280.0
0.06883075581089204,0.05725479596538036,0.8739144482237283,2556.0,4251.0,142831.0
0.09158585621858716,0.1055834902903272,0.8028306534910856,407.0,944.0,41120.0
0.06372823181107969,0.0688278255914891,0.8674439425974312,2.0,408.0,13217.0
0.06408261872549208,0.06283982401341244,0.873077557261095,1227.0,2293.0,62224.0
0.07355660797811658,0.07688098983836668,0.8495624021835168,2402.0,3183.0,121380.0
0.07437035513799459,0.08194491411208504,0.8436847307499198,1413.0,4148.0,93066.0
0.07856004453166576,0.08367856412147409,0.837761391346859,3104.0,3509.0,96994.0
0.08801298870012565,0.10514475957398081,0.806842251725897,2474.0,3935.0,194515.0
0.0858642334514638,0.09499572246114188,0.8191400440873948,1895.0,4653.0,214108.0
0.07257241321111217,0.07648463641888109,0.8509429503700071,726.0,606.0,41816.0
0.08846639826969042,0.08950899991673845,0.8220246018135705,463.0,254.0,27636.0
0.09221307402749365,0.09867542745426697,0.8091114985182395,622.0,1758.0,70651.0
0.0813138275197729,0.07133130668476606,0.8473548657954609,2613.0,1653.0,76110.0
0.0680921494894217,0.06158332197940034,0.8703245285311788,560.0,659.0,93876.0
0.06404476466091624,0.07437602867882173,0.8615792066602616,733.0,2111.0,102387.0
0.07704718357122775,0.0814218926915862,0.8415309237371854,2917.0,2738.0,107855.0
0.08523855134109345,0.09247802596960417,0.822283422689303,1060.0,3546.0,178547.0
0.07114360268946052,0.07221995834421092,0.8566364389663291,475.0,2073.0,56841.0
0.08689582776858519,0.10317949093983911,0.8099246812915767,4423.0,3542.0,161587.0
0.08000442252983656,0.08179156326028351,0.8382040142098807,4531.0,2849.0,144101.0
0.0789472324938094,0.08273490422765827,0.8383178632785317,2365.0,3807.0,114475.0
0.06893555066530063,0.07945656349341645,0.8516078858412824,1085.0,1683.0,67880.0
0.08509460759122521,0.09801502826799391,0.8168903641407826,4942.0,3846.0,182901.0
0.06847628746151609,0.08222362224008646,0.8493000902983966,728.0,2034.0,72392.0
0.08821356811264602,0.09759465459727422,0.8141917772900784,4516.0,2137.0,198394.0
0.08252382106606508,0.08797021615097213,0.8295059627829626,2660.0,4241.0,145611.0
0.0740668704638929,0.09309237107871961,0.8328407584573877,575.0,1262.0,40663.0
0.07859515648065699,0.07258916472664864,0.8488156787926966,1101.0,3728.0,116991.0
0.0790985737723255,0.08598308464547871,0.8349183415821969,1958.0,1993.0,73860.0
0.07609574723177893,0.07876522536865932,0.8451390273995624,1826.0,702.0,59264.0
0.08226705141234636,0.08068501101058141,0.8370479375770719,1496.0,2678.0,113746.0
0.06438332277420694,0.06775221434897999,0.8678644628768126,1113.0,2098.0,66695.0
0.0739417032745978,0.0706189865594148,0.855439310165989,1039.0,2397.0,106812.0
0.0730794159220374,0.07829120887206828,0.8486293752058947,188.0,647.0,18473.0
0.07387881005249732,0.07678544263085328,0.8493357473166495,174.0,717.0,28202.0
0.06540846140747145,0.07053204901725829,0.8640594895752706,159.0,364.0,11637.0
0.08921967106612105,0.10229991138660628,0.8084804175472747,4049.0,3743.0,197849.0
0.06955476796505927,0.0856232264821877,0.844822005552751,549.0,1841.0,101056.0
0.06868718864424711,0.08138153433114866,0.8499312770246041,97.0,295.0,12200.0
0.0731447162108154,0.08142376145349595,0.8454315223356892,103.0,1763.0,35015.0
0.07232983313654714,0.07562292293019837,0.8520472439332538,342.0,387.0,17697.0
0.07047312265543017,0.07134632566795075,0.8581805516766181,481.0,721.0,26086.0
0.06373273745141947,0.0574005324342072,0.8788667301143732,156.0,1683.0,54664.0
0.06806155027139353,0.07040751247348505,0.8615309372551205,2007.0,6699.0,186998.0
0.06420810769827716,0.0857548459607048,0.850037046341018,79.0,409.0,13510.0
0.0756897739725023,0.06861366466180246,0.8556965613656948,1152.0,733.0,50107.0
0.08283684002953767,0.09402588886971205,0.8231372711007509,398.0,550.0,23174.0
0.06303026513714727,0.06731609014951526,0.8696536447133372,705.0,1125.0,52472.0
0.07311959629320254,0.08225342088203667,0.8446269828247603,1498.0,3782.0,113103.0
0.08951786558829182,0.09768563171038502,0.8127965027013241,2022.0,2370.0,82100.0
0.08091718995091321,0.08462669009608421,0.8344561199530025,5394.0,5685.0,205153.0
0.0823278493060686,0.08215179879149956,0.8355203519024319,244.0,799.0,13671.0
0.0812706869318006,0.08535829977151715,0.8333710132966822,447.0,918.0,23857.0
0.07339707623499712,0.07903988091537134,0.8475630428496316,718.0,1007.0,25144.0
0.07969747191906332,0.09658466557431722,0.8237178625066175,3773.0,1970.0,108568.0
0.060173298865076004,0.06724953354028629,0.8725771675946357,446.0,3400.0,119098.0
0.07785576550819194,0.07811933223958134,0.8440249022522257,2484.0,1761.0,91354.0
0.06573498146485195,0.059962668213523876,0.8743023503216241,872.0,2528.0,86524.0
0.06987153907469315,0.08983840824737811,0.8402900526779282,160.0,304.0,13009.0
0.06443587816011549,0.06978886286088985,0.8657752589789944,0.0,574.0,12326.0
0.07104815408222967,0.07338363583861834,0.8555682100791525,2615.0,2652.0,109039.0
0.09203711015395984,0.07925528671682189,0.828707603129218,262.0,431.0,12781.0
0.0571855100300837,0.05124714870009198,0.8915673412698217,1822.0,2246.0,94718.0
0.05730881285646999,0.07464747419520465,0.8680437129483249,168.0,736.0,20721.0
0.06439107463500783,0.07614569322391875,0.859463232141073,232.0,640.0,19309.0
0.07066608845267154,0.08074587371906615,0.8485880378282624,260.0,1610.0,34275.0
0.06030491377953045,0.07065769965648011,0.8690373865639899,333.0,528.0,16749.0
0.06368112326176933,0.06999990316803632,0.8663189735701945,429.0,906.0,22747.0
0.06458520792352489,0.06239512844594277,0.8730196636305311,3678.0,4627.0,164502.0
0.06572219682532482,0.07665576708408348,0.8576220360905908,1665.0,2363.0,123388.0
0.07031494814696977,0.07226099480039543,0.8574240570526327,1605.0,3178.0,119465.0
0.07011208269761045,0.06342014844815758,0.866467768854232,824.0,1701.0,101956.0
0.07746843322582447,0.08588389958166354,0.8366476671925097,3171.0,2559.0,142240.0
0.08350043714510913,0.1059445836160605,0.8105549792388317,4900.0,2608.0,143662.0
0.0649409327361649,0.07091371317628446,0.8641453540875508,1808.0,3215.0,120192.0
0.062108742441719704,0.0678330415674155,0.870058215990864,851.0,2348.0,66487.0
0.07812101532011309,0.0809444767348155,0.8409345079450705,2957.0,4849.0,117401.0
0.06905314941306356,0.08121504534964073,0.8497318052372952,660.0,6243.0,131997.0
0.07075516433085768,0.08557595582060001,0.8436688798485424,2151.0,1989.0,124487.0
0.0783618622185609,0.07884664651311245,0.8427914912683264,2339.0,1828.0,113561.0
0.07219893581610133,0.07138869461582528,0.8564123695680744,966.0,3041.0,91078.0
0.07874823025720368,0.08456437368125583,0.8366873960615403,4241.0,2813.0,154054.0
0.06918753678469143,0.0658398357851598,0.8649726274301484,1280.0,4181.0,187226.0
0.07286101534628667,0.09604066324115115,0.8310983214125612,1645.0,2802.0,120094.0
0.06964038674026451,0.08795360531998625,0.8424060079397495,3817.0,3531.0,197952.0
0.08531943938099784,0.08336151399135558,0.8313190466276456,965.0,1190.0,79316.0
0.06407573027845338,0.05706074987584469,0.8788635198457012,64.0,920.0,37760.0
0.09717448505873577,0.09060175544753828,0.8122237594937267,1872.0,2128.0,78035.0
0.07968811336323066,0.09135758995202387,0.8289542966847442,2165.0,7743.0,197318.0
0.0846404047196305,0.09371260233670216,0.8216469929436674,1810.0,1733.0,93596.0
0.06108130435523759,0.07032902353103895,0.8685896721137234,89.0,106.0,9806.0
0.08216975400332009,0.10158352871111019,0.8162467172855695,629.0,1184.0,31913.0
0.07042986631404663,0.07421413437449229,0.855355999311461,595.0,1784.0,90973.0
0.06842536406790166,0.06976129171928329,0.8618133442128156,1340.0,3292.0,139409.0
0.058427021767617354,0.061030102112306354,0.8805428761200765,887.0,2626.0,101063.0
0.0903042606299506,0.09042011765755446,0.8192756217124935,800.0,1999.0,89952.0
0.07707252754923896,0.07294005638031707,0.8499874160704437,4308.0,1730.0,123791.0
0.08003177011626604,0.07843375309655298,0.8415344767871816,2893.0,2935.0,148974.0
0.08455039856662318,0.10092384750751089,0.8145257539258681,6655.0,4705.0,227582.0
0.0892779395103454,0.08241197904565219,0.8283100814440026,1395.0,1917.0,76938.0
0.06905894054121112,0.07574111596500946,0.8551999434937783,2144.0,1895.0,89819.0
0.0806674454510019,0.10118098860717198,0.8181515659418266,5653.0,5460.0,172392.0
0.08382771348787225,0.10114495525509618,0.8150273312570327,7038.0,7229.0,239707.0
0.05376810018881055,0.05779144809349083,0.8884404517176994,753.0,1753.0,89710.0
0.08463732009816316,0.08437473379519997,0.8309879461066364,1595.0,3778.0,95254.0
0.07832560486439095,0.08981614291839919,0.8318582522172093,762.0,1855.0,90202.0
0.07035037973142985,0.07990192502971374,0.8497476952388555,1449.0,3223.0,78867.0
0.0693448491245241,0.0635856408992025,0.8670695099762733,899.0,2513.0,98705.0
0.07206195875615858,0.07190742292851866,0.8560306183153209,1239.0,2268.0,100693.0
0.07257807300489166,0.07347414646534482,0.8539477805297659,5253.0,5870.0,179913.0
0.05857079760996625,0.07879388461768372,0.8626353177723488,719.0,6452.0,122254.0
0.06628850759665804,0.052043317953236724,0.8816681744501048,694.0,2275.0,68809.0
0.06627385809703065,0.07696619618093598,0.8567599457220327,1151.0,3906.0,84930.0
0.07165262068660436,0.06382576755351975,0.8645216117598742,531.0,2476.0,73495.0
0.08070463315733667,0.08757624157254366,0.8317191252701196,2612.0,925.0,91338.0
0.07387342033871831,0.07916835898981445,0.8469582206714671,2428.0,3713.0,113064.0
0.06671431470428127,0.08340898365450948,0.8498767016412084,3280.0,3839.0,119598.0
0.07578847389654504,0.08917032569131429,0.83504120041214,2267.0,1593.0,76453.0
0.07609341632317972,0.07892216358491212,0.844984420091907,1421.0,1772.0,74061.0
0.07972561524255042,0.07926369966897101,0.8410106850884808,1871.0,3857.0,140552.0
0.07348264436815537,0.07807582897145444,0.8484415266603895,1153.0,817.0,52020.0
0.0732057661281314,0.07046583734761482,0.8563283965242537,1477.0,3097.0,109834.0
0.07647167548008124,0.07616821877000321,0.8473601057499154,2762.0,2049.0,108377.0
